Name,Fifa,Fifa Ability Overall,Liga,Position,Player,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Rating,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Pablo Sarabia,Pablo Sarabia,82,LaLiga,"D(L), M(CLR)","Pablo Sarabia Sevilla, 27, D(L),M(CLR) ",30(3),2730,13,9,0,79.6,0.3,5,7.16,0.9,0.7,1.4,0.1,0.5,1.2,0.1,-,12,2.3,0.8,1.5,0.5,1.1,1.9,2.1,36.6,79.6,1.3,1.2,0.1
Casemiro,Casemiro,88,LaLiga,DMC,"Casemiro Real Madrid, 27, DMC ",27(2),2316,-,5,1,88,3,4,7.15,3,1.4,1.6,0.2,1.8,1.9,0.4,-,3,1.4,0.6,1.7,-,0.6,0.5,0.5,55.8,88,0.1,4.9,-
Joan Jordán,Joan Jordán,78,LaLiga,M(C),"Joan Jordán Eibar, 25, M(C) ",32(4),2879,4,10,0,83.4,1.4,4,7.14,1.8,0.9,1.6,-,0.5,1.4,0.1,-,4,1.6,1.3,1,0.1,0.9,1.3,1.9,46.8,83.4,1.8,4.8,-
José Giménez,J. Giménez,84,LaLiga,D(CR),"José Giménez Atletico Madrid, 24, D(CR) ",19(2),1772,-,5,0,80.5,2.7,-,7.13,1.2,2.1,0.4,0.2,6,0.6,0.7,-,-,0.7,0.3,0.9,-,0.1,0.4,0.1,34.2,80.5,-,4.1,-
José Campaña,Campaña,79,LaLiga,M(C),"José Campaña Levante, 26, M(C) ",36,3213,9,12,0,84.4,1.2,4,7.1,1.8,1.3,1.2,0.1,1.2,1.6,0.2,-,4,0.6,1.3,1,0.1,0.9,1.2,1.6,51.6,84.4,1.2,3,-
Álvaro Morata,Morata,82,LaLiga,"AM(L), FW","Álvaro Morata Atletico Madrid, 26, AM(L),FW ",13(2),1089,1,5,0,59.4,4.1,1,7.1,1.3,0.3,1.9,-,0.9,0.5,-,-,6,2,1.3,1.3,0.9,1.5,2.2,0.3,17.1,59.4,-,0.1,0.1
Santi Cazorla,Santi Cazorla,80,LaLiga,M(CLR),"Santi Cazorla Villarreal, 34, M(CLR) ",30(5),2651,10,2,0,86.6,0.3,5,7.09,2,0.8,0.6,-,0.4,1.3,0.2,-,4,0.9,1.4,1.7,-,1.5,1.4,2.1,44.9,86.6,1.3,3.9,0.1
Toni Kroos,T. Kroos,90,LaLiga,M(C),"Toni Kroos Real Madrid, 29, M(C) ",26(2),2227,4,2,0,93.2,0.8,2,7.09,1.8,0.5,0.8,-,0.4,1.5,0.1,-,-,1.1,0.5,2,-,0.4,0.6,2.3,74,93.2,1.5,7.8,0.1
Sergio Camello,Sergio,78,LaLiga,Forward,"Sergio Camello Atletico Madrid, 18, Forward ",0(1),45,-,-,0,88.9,-,-,7.09,1,-,-,-,-,-,-,-,1,3,-,-,-,-,1,1,9,88.9,-,-,-
Koke,Koke,85,LaLiga,M(CLR),"Koke Atletico Madrid, 27, M(CLR) ",29(1),2588,4,8,1,86.2,0.5,1,7.09,2.8,1,1.1,-,1.1,1.7,0.2,-,3,0.7,0.4,1.3,0.1,1.3,1,2,64.7,86.2,1,3.2,0.1
Jonathan Calleri,J. Calleri,77,LaLiga,FW,"Jonathan Calleri Deportivo Alaves, 25, FW ",33(1),2878,2,6,0,59.1,6,7,7.08,0.6,0.2,2.1,-,1.6,0.7,0.2,-,9,2.4,1.2,2.1,0.4,2.2,3.4,0.9,20.3,59.1,0.3,0.4,-
Ivan Rakitic,I. Rakitić,87,LaLiga,M(C),"Ivan Rakitic Barcelona, 31, M(C) ",29(5),2643,5,5,1,91.4,1.1,1,7.06,0.9,1.5,0.8,0.1,0.8,0.7,0.2,-,3,1.1,0.6,1.6,0.1,0.7,0.7,0.5,74.6,91.4,0.1,4.6,0.1
Ander Guevara,Ander Guevara,66,LaLiga,Midfielder,"Ander Guevara Real Sociedad, 22, Midfielder ",1,90,-,-,0,97.6,1,-,7.06,3,1,2,-,-,4,-,-,-,3,3,1,-,1,-,1,42,97.6,1,3,-
Rubén Rochina,Rochina,75,LaLiga,M(CLR),"Rubén Rochina Levante, 28, M(CLR) ",23(4),1815,5,9,2,72.8,0.9,2,7.06,1.9,0.8,1.8,-,0.6,2.1,-,-,4,1.7,2.4,2,-,2.1,1.9,1.1,34.9,72.8,0.7,3.4,0.3
Giovani Lo Celso,G. Lo Celso,80,LaLiga,"AM(C), FW","Giovani Lo Celso Real Betis, 23, AM(C),FW ",27(5),2401,4,5,0,82.9,0.5,4,7.06,1.6,0.5,1.1,-,0.3,0.8,-,-,9,2,2,2.1,-,1.7,2.2,0.8,44.5,82.9,0.1,1.3,0.2
Cote,Cote,77,LaLiga,D(L),"Cote Eibar, 29, D(L) ",34(1),3035,1,9,0,68.1,1.4,1,7.06,1.9,1.2,0.6,0.5,2.8,0.7,0.1,-,1,0.7,1.3,0.5,-,0.5,0.6,1.6,42.5,68.1,2,5.1,-
Emiliano Velázquez,E. Velázquez,74,LaLiga,D(C),"Emiliano Velázquez Rayo Vallecano, 25, D(C) ",14(4),1275,2,8,0,69.5,2.3,-,7.05,2.7,2.6,1.7,0.6,5.7,0.8,0.4,-,-,0.4,0.8,0.3,-,0.3,0.8,0.4,28.1,69.5,0.2,2.1,0.1
Zouhair Feddal,Z. Feddal,80,LaLiga,D(C),"Zouhair Feddal Real Betis, 29, D(C) ",19(2),1702,1,7,0,86.2,3.4,2,7.04,1.8,1.5,1.4,0.6,4.3,0.6,0.4,-,1,0.8,0.9,0.4,-,0.2,0.7,0.3,60.6,86.2,-,4.1,-
Rubén Peña,Rubén Peña,77,LaLiga,"D(R), M(L)","Rubén Peña Eibar, 28, D(R),M(L) ",30(1),2674,2,3,0,71.5,0.7,1,7.04,2,1.1,0.8,0.5,1.3,0.9,0.3,-,1,0.7,2,1.1,-,0.9,1.5,1.4,43.5,71.5,1.6,3.9,-
Vicente Iborra,Iborra,79,LaLiga,M(C),"Vicente Iborra Villarreal, 31, M(C) ",19,1667,1,7,0,80.4,4.6,-,7.04,1.6,1.2,1.5,-,2.2,1.2,0.4,-,3,0.9,0.4,1.9,0.1,0.7,0.8,0.4,41.6,80.4,-,1.9,0.2
Daniel Carvajal,Carvajal,84,LaLiga,D(R),"Daniel Carvajal Real Madrid, 27, D(R) ",23(1),2106,2,10,0,87.4,0.8,1,7.04,1.7,1.1,1.3,-,1.1,1,0.3,-,1,0.5,1.4,1.4,0.1,0.8,1.1,1.3,64.6,87.4,0.4,3.5,-
Adnan Januzaj,A. Januzaj,78,LaLiga,AM(CLR),"Adnan Januzaj Real Sociedad, 24, AM(CLR) ",13(7),1254,3,1,0,75.4,0.2,1,7.04,0.6,0.3,0.8,0.1,0.2,0.5,-,-,1,1.6,3.3,1.8,0.3,2.6,2.6,1.5,21.6,75.4,2,1.5,0.1
Luka Modric,L. Modrić,91,LaLiga,M(C),"Luka Modric Real Madrid, 33, M(C) ",31(3),2618,6,6,0,88.9,0.4,1,7.03,1.4,0.9,0.8,-,0.2,1,0.1,-,3,1.1,1.6,1.4,0.1,1.2,1.1,1.6,55.6,88.9,0.6,4.1,0.1
Cristhian Stuani,C. Stuani,80,LaLiga,"AM(CLR), FW","Cristhian Stuani Girona, 32, AM(CLR),FW ",30(2),2731,-,9,0,68.2,3.7,5,7.03,0.7,0.1,2.8,-,1.1,0.5,-,-,19,2.4,0.4,2.3,0.8,1.2,1.9,0.4,15.7,68.2,-,0.2,-
Koke,Koke,85,LaLiga,Goalkeeper,"Koke Levante, 23, Goalkeeper ",1,90,-,-,0,75,-,-,7.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,75,-,3,-
Sofiane Boufal,S. Boufal,77,LaLiga,"AM(CLR), FW","Sofiane Boufal Celta Vigo, 25, AM(CLR),FW ",25(10),2100,3,6,0,80,0.5,1,7.03,1,0.3,1.2,-,0.2,0.9,-,-,3,1.5,4.1,1.7,-,1.8,2.6,1.1,22.9,80,0.3,0.8,0.1
Roberto Rosales,R. Rosales,74,LaLiga,"D(R), M(R)","Roberto Rosales Espanyol, 30, D(R),M(R) ",20(1),1751,1,2,0,77.3,2.4,1,7.02,2.3,1,1.6,0.1,2.9,1.1,0.3,-,3,0.9,0.6,0.8,-,0.5,1.4,0.6,43.5,77.3,0.5,3.2,-
Lucas Hernández,L. Hernández,82,LaLiga,D(CL),"Lucas Hernández Atletico Madrid, 23, D(CL) ",13(1),1119,-,5,0,81.3,1.6,1,7.02,2.5,1,0.9,0.1,3.4,0.2,0.6,-,1,0.4,0.4,1.4,-,0.4,0.3,0.2,36.4,81.3,0.2,1.5,-
Jordi Alba,Jordi Alba,87,LaLiga,D(L),"Jordi Alba Barcelona, 30, D(L) ",32(4),2988,8,6,0,85.6,0.5,1,7.01,1.2,1.7,0.7,0.4,1.6,0.8,0.2,-,2,0.4,0.4,0.5,0.3,0.6,0.8,1.3,65.6,85.6,0.3,2,0.1
Leandro Cabrera,L. Cabrera,72,LaLiga,D(CL),"Leandro Cabrera Getafe, 28, D(CL) ",31(1),2794,-,9,1,50.6,5,2,7.01,1.5,1.6,1.1,0.9,6.7,0.5,0.5,1,2,0.7,0.1,0.4,0.1,0.1,0.3,0.2,30,50.6,0.2,4.5,-
Sergio Reguilón,Reguilón,68,LaLiga,D(L),"Sergio Reguilón Real Madrid, 22, D(L) ",13(1),1122,2,3,0,85.9,1.1,-,7.0,1.8,1.4,1.7,0.2,2.5,0.8,0.2,-,-,0.4,0.8,2.1,-,0.4,1.6,1.2,47.6,85.9,0.3,2.4,-
Sergio Canales,Canales,80,LaLiga,AM(CLR),"Sergio Canales Real Betis, 28, AM(CLR) ",30(2),2658,2,7,0,88.3,0.2,1,7.0,1.4,0.3,0.9,-,0.2,1.3,0.1,-,7,2.1,1.8,1.6,0.3,1.7,2.1,1.7,54.3,88.3,1.3,2.4,0.2
Sergio Busquets,Sergio Busquets,89,LaLiga,DMC,"Sergio Busquets Barcelona, 31, DMC ",30(5),2720,1,10,0,89.7,1.5,-,7.0,2.6,1.5,1.1,-,0.6,1.4,0.2,-,-,0.2,0.3,1.5,-,0.7,0.4,0.4,68.4,89.7,-,4.3,0.1
Iñaki Williams,Williams,81,LaLiga,"AM(CLR), FW","Iñaki Williams Athletic Bilbao, 25, AM(CLR),FW ",36(2),3040,4,3,0,70.3,2.1,5,7.0,0.7,0.2,1.1,-,0.8,0.4,-,-,13,2,1.4,1.4,0.6,1.5,2.7,0.8,18.1,70.3,0.2,0.2,0.1
Brais Méndez,Brais Méndez,75,LaLiga,AM(CR),"Brais Méndez Celta Vigo, 22, AM(CR) ",27(4),2354,7,5,0,78.5,1,1,6.99,2,0.8,1.2,-,0.6,1.3,0.1,-,6,2.3,0.6,2.1,0.4,1.2,1.6,1.5,35.9,78.5,0.9,1.3,-
Francis Coquelin,F. Coquelin,79,LaLiga,M(CLR),"Francis Coquelin Valencia, 28, M(CLR) ",20(6),1767,1,5,0,86.1,1.3,1,6.99,1.8,1.9,0.8,-,1.1,0.7,0.2,-,-,0.3,1,1.1,-,1,0.6,0.7,37.2,86.1,-,2.9,0.1
Diego Godín,D. Godín,90,LaLiga,D(C),"Diego Godín Atletico Madrid, 33, D(C) ",28(2),2508,1,7,0,80.5,3,1,6.98,1.7,1.5,1.1,0.2,4.5,0.7,0.3,1,3,0.5,0.3,0.8,-,-,0.4,0.1,34.9,80.5,-,3.1,-
José Gayá,Gayà,80,LaLiga,D(L),"José Gayá Valencia, 24, D(L) ",35,3138,1,10,0,81.9,1,2,6.98,2.4,1.2,1,0.4,2.7,1,0.2,-,1,0.4,1.1,1.6,0.1,0.5,0.9,0.7,41.5,81.9,0.6,2.1,-
Borja Garcés,Borja Garcés,64,LaLiga,Forward,"Borja Garcés Atletico Madrid, 20, Forward ",0(1),19,-,-,0,50,-,-,6.98,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,-,4,50,-,-,-
Yeray Álvarez,Yeray,77,LaLiga,D(C),"Yeray Álvarez Athletic Bilbao, 24, D(C) ",30,2614,-,10,0,80.1,3.4,2,6.98,1.8,2.1,1,0.8,4.8,0.5,0.5,-,-,0.4,0.2,0.8,-,0.3,0.3,0.1,42.8,80.1,-,3,-
Marc Bartra,Bartra,82,LaLiga,D(CR),"Marc Bartra Real Betis, 28, D(CR) ",33,2930,-,4,0,87.8,2.3,1,6.97,2.6,1.8,0.9,1.1,3.9,1.1,0.6,-,1,0.3,0.4,1.2,0.1,0.4,0.8,0.1,68.7,87.8,-,4.2,-
Jorge Molina,Jorge Molina,77,LaLiga,FW,"Jorge Molina Getafe, 37, FW ",28(10),2651,5,2,0,66.7,2.4,4,6.97,0.3,0.2,1.2,-,0.7,0.3,-,-,14,1.5,0.9,1.2,0.6,1.3,2.3,1.2,19.3,66.7,0.1,0.4,0.2
Fabián Orellana,F. Orellana,77,LaLiga,AM(CLR),"Fabián Orellana Eibar, 33, AM(CLR) ",31(2),2739,5,4,0,77.8,0.8,5,6.97,1.3,0.6,0.7,-,0.1,1,-,-,3,2.4,2.5,1.8,0.2,3,2.4,1.5,35.3,77.8,0.7,1.3,0.1
Jean-Clair Todibo,J. Todibo,64,LaLiga,"D(C), D(C)","Jean-Clair Todibo Barcelona, 19, D(C) ",2,158,-,2,0,92.4,1,1,6.97,3.5,1.5,2,0.5,3.5,0.5,-,-,-,-,1.5,-,-,2,0.5,-,59,92.4,-,0.5,-
Filipe Luís,Filipe Luís,85,LaLiga,D(L),"Filipe Luís Atletico Madrid, 34, D(L) ",24(3),2038,2,4,0,83.1,0.7,-,6.96,2.4,1.6,1,-,1.4,1,0.1,-,2,0.4,0.9,0.5,0.1,0.7,0.6,0.6,47.7,83.1,0.3,1.5,-
Unai Núñez,Unai Núñez,75,LaLiga,D(C),"Unai Núñez Athletic Bilbao, 22, D(C) ",11(1),1063,-,4,0,87.3,3.6,1,6.96,1.3,2.3,1.3,0.6,4.8,0.3,1,-,-,1,0.2,0.2,-,0.1,0.2,0.3,44.7,87.3,-,3.8,-
Maxi Gómez,M. Gómez,80,LaLiga,FW,"Maxi Gómez Celta Vigo, 23, FW ",33(2),2964,5,4,1,73.1,4,3,6.95,0.2,0.1,2,-,1.2,0.3,-,-,13,2.3,0.4,1.9,1.2,1.2,2.1,0.9,19.2,73.1,0.1,0.9,0.1
Geoffrey Kondogbia,G. Kondogbia,82,LaLiga,DMC,"Geoffrey Kondogbia Valencia, 26, DMC ",14(5),1244,1,1,0,84.4,1.3,2,6.95,2.5,1.4,1.1,-,1.2,0.8,0.4,-,1,1.2,1.2,1,-,1.1,0.8,0.3,39.2,84.4,-,3.8,0.2
Mario Hermoso,Mario Hermoso,76,LaLiga,D(C),"Mario Hermoso Espanyol, 24, D(C) ",31(1),2806,-,7,0,83.9,2.3,3,6.95,1.2,1.2,0.7,0.7,5.2,0.6,0.8,-,3,0.8,0.3,0.9,0.1,0.2,0.2,0.2,50.3,83.9,-,4.9,0.1
Raúl de Tomás,De Tomás,76,LaLiga,FW,"Raúl de Tomás Rayo Vallecano, 24, FW ",32(1),2821,1,5,0,81.7,1.3,3,6.94,0.2,0.3,1.8,-,1.3,0.4,0.1,-,14,3.5,1.5,1.1,0.5,2.1,2.7,0.5,13.9,81.7,-,1.1,-
Rúben Vezo,Rúben Vezo,77,LaLiga,D(CR),"Rúben Vezo Levante, 25, D(CR) ",15,1340,1,4,0,78,1.8,-,6.94,1.7,1.3,1,0.4,5.7,0.5,1.3,-,2,0.5,0.3,0.7,0.1,0.2,0.5,0.3,33.1,78,-,2.5,-
Dimitrios Siovas,D. Siovas,72,LaLiga,D(C),"Dimitrios Siovas Leganes, 30, D(C) ",34,2965,-,5,0,72.3,3.1,1,6.94,1.7,1.9,0.9,0.3,4.4,0.6,0.4,-,1,0.6,0.4,0.3,0.1,0.3,0.3,0.3,39.7,72.3,0.1,3.6,-
André Silva,André Silva,79,LaLiga,FW,"André Silva Sevilla, 23, FW ",25(2),2164,-,4,0,72.7,2.5,2,6.93,0.3,0.1,1.6,-,1.2,0.4,-,-,9,2.3,0.5,1,0.6,2.1,2.1,1.1,19.9,72.7,0.1,0.1,0.2
Thomas Partey,T. Partey,82,LaLiga,"D(R), M(CR)","Thomas Partey Atletico Madrid, 26, D(R),M(CR) ",22(10),2067,4,7,1,83.8,1.3,5,6.93,2.1,1.5,1,-,0.6,0.9,0.2,-,3,1.1,1.1,0.7,-,0.6,0.9,0.6,41.5,83.8,0.3,2.3,0.1
Aritz Elustondo,Aritz Elustondo,76,LaLiga,D(CR),"Aritz Elustondo Real Sociedad, 25, D(CR) ",24(3),2253,-,5,0,78.9,2.4,1,6.93,1.7,1.4,0.8,0.5,5.1,0.6,0.3,-,1,0.4,0.6,1,-,0.1,0.5,0.3,41,78.9,0.3,1.7,-
Jesús Navas,Jesús Navas,80,LaLiga,"D(R), M(R)","Jesús Navas Sevilla, 33, D(R),M(R) ",31(1),2714,5,8,0,77,0.5,-,6.93,0.9,0.9,0.4,0.2,1.6,0.3,0.2,-,1,1,1.1,1,0.3,0.4,0.5,1.3,44.3,77,1.3,2.9,0.1
Martín Mantovani,Martín,75,LaLiga,D(C),"Martín Mantovani SD Huesca, 35, D(C) ",6(3),699,-,2,0,79.6,3.8,1,6.93,1.7,2.4,1.3,0.7,5.2,0.6,0.3,1,2,0.6,-,1.8,-,0.3,0.3,-,25.1,79.6,-,1.2,-
Gabriel Paulista,Gabriel Paulista,82,LaLiga,D(CR),"Gabriel Paulista Valencia, 28, D(CR) ",30,2625,1,6,0,86.7,2.1,1,6.93,1,2.3,0.8,0.6,5.2,0.5,0.7,-,-,0.4,0.1,1,-,0.1,0.4,0.2,43.3,86.7,-,3.8,-
Júnior Firpo,Junior Firpo,76,LaLiga,"D(L), M(L)","Júnior Firpo Real Betis, 23, D(L),M(L) ",22(2),1937,4,7,0,82.9,1.5,1,6.93,1.6,1,1.3,0.1,1.5,0.6,0.1,-,3,0.8,1.3,1.1,0.2,0.6,1,0.8,38.9,82.9,0.3,0.8,-
Borja Iglesias,Borja Iglesias,77,LaLiga,FW,"Borja Iglesias Espanyol, 26, FW ",35(2),3082,3,5,0,70.5,1.8,2,6.93,0.6,0.2,1.5,-,1.1,0.5,0.2,-,17,2.4,0.6,1.4,1.2,1.8,3,1.1,18.2,70.5,-,0.4,0.1
Philippe Coutinho,Coutinho,88,LaLiga,M(CLR),"Philippe Coutinho Barcelona, 27, M(CLR) ",22(12),2023,2,2,0,87.9,0.2,-,6.93,0.5,0.4,0.6,-,0.1,0.4,0.1,-,5,2,1.5,1.3,0.2,1.4,1.2,0.9,40.8,87.9,0.2,1.2,0.1
Rodrigo Moreno,Rodrigo,83,LaLiga,"M(CLR), FW","Rodrigo Moreno Valencia, 28, M(CLR),FW ",29(4),2534,6,3,1,74.4,1.5,1,6.93,0.6,0.1,0.7,-,0.5,0.4,-,-,8,2.4,1.3,1.2,0.4,1.1,2,0.9,25.1,74.4,0.1,1.1,0.1
Ezequiel Garay,E. Garay,82,LaLiga,D(C),"Ezequiel Garay Valencia, 32, D(C) ",24,2137,-,4,0,83.6,3,-,6.92,0.8,0.7,0.8,0.4,5.7,0.4,1,-,2,0.5,0.1,0.5,-,-,0.2,0.2,44.6,83.6,-,4.1,-
Sergio Ramos,Sergio Ramos,91,LaLiga,D(CR),"Sergio Ramos Real Madrid, 33, D(CR) ",28,2476,1,5,1,92.1,2.2,2,6.91,1.5,1.3,1,1,3,0.6,0.5,-,6,1.1,0.1,1.3,0.2,0.1,0.4,0.3,68.5,92.1,-,7.1,-
Youssef En-Nesyri,Y. En-Nesyri,72,LaLiga,"FW, FW","Youssef En-Nesyri Leganes, 22, FW ",22(9),2106,2,7,0,56.8,4.7,4,6.91,0.5,0.2,1.2,-,0.7,0.6,0.1,1,9,2.4,0.9,1.3,0.5,1.7,1.9,0.5,15,56.8,0.2,0.5,-
Guido Carrillo,G. Carrillo,75,LaLiga,FW,"Guido Carrillo Leganes, 28, FW ",23(9),1995,1,5,0,63.7,6.6,4,6.91,0.8,0.3,1.3,-,0.8,0.4,-,-,6,1.8,0.3,0.9,0.3,0.7,1.2,0.7,20,63.7,-,0.3,-
Toni Moya,Toni Moya,63,LaLiga,Midfielder,"Toni Moya Atletico Madrid, 21, Midfielder ",1,90,-,-,0,91.8,1,-,6.91,2,-,1,-,3,1,-,-,-,-,-,-,-,-,-,-,49,91.8,-,5,-
Sergi Roberto,Sergi Roberto,83,LaLiga,"D(R), M(CR)","Sergi Roberto Barcelona, 27, D(R),M(CR) ",23(6),2089,7,3,0,90.5,1,1,6.91,1,1.5,0.6,0.1,0.9,0.3,0.1,-,-,0.3,0.5,1.1,-,0.7,1,1,55.9,90.5,0.2,1,0.1
Santiago Arias,S. Arias,78,LaLiga,D(R),"Santiago Arias Atletico Madrid, 27, D(R) ",20(5),1771,1,4,0,81.9,1.7,1,6.91,1.9,1.4,0.8,-,1.4,0.4,0.1,-,1,0.4,0.3,1.3,0.1,0.4,0.9,0.6,31.6,81.9,0.4,0.6,-
Marc Roca,Marc Roca,76,LaLiga,DMC,"Marc Roca Espanyol, 22, DMC ",35,3116,2,9,0,86.9,1.3,-,6.9,2.1,1,1.7,0.1,1.7,1.2,0.6,-,1,0.7,0.8,0.8,-,0.7,0.6,0.7,55.9,86.9,-,4.3,0.3
Jan Oblak,J. Oblak,90,LaLiga,GK,"Jan Oblak Atletico Madrid, 26, GK ",37,3330,-,-,0,49.4,0.2,2,6.9,-,-,-,-,0.6,-,-,-,-,-,-,0.1,-,-,0.1,-,20.5,49.4,-,6.2,-
Jeison Murillo,J. Murillo,80,LaLiga,D(C),"Jeison Murillo Valencia, 27, D(C) ",1,90,-,-,0,94.1,3,-,6.9,2,2,1,2,6,1,-,-,-,-,-,3,-,-,-,-,17,94.1,-,-,-
Jorge Miramón,Jorge Miramón,72,LaLiga,"D(R), M(R)","Jorge Miramón SD Huesca, 30, D(R),M(R) ",30,2496,-,5,0,75.1,1,1,6.9,2.4,1.5,0.9,0.4,1.8,0.6,0.4,-,1,0.4,1.1,0.4,-,0.5,1.1,0.9,32.8,75.1,0.8,2.6,-
Naldo,Naldo,75,LaLiga,D(C),"Naldo Espanyol, 31, D(C) ",16,1366,1,3,0,81.3,2.4,-,6.9,1.1,1.6,0.8,0.8,6.9,0.3,0.8,-,1,0.4,0.1,0.3,0.1,0.1,0.6,0.1,37.5,81.3,-,2.9,-
Óscar Rodríguez,Óscar,68,LaLiga,AM(C),"Óscar Rodríguez Leganes, 21, AM(C) ",29(2),2515,3,5,0,75.4,0.7,1,6.9,1.5,0.5,1,-,0.4,1.4,0.1,-,4,2,1.2,0.9,0.1,1.1,1.9,1.5,30.6,75.4,1.3,1.7,-
Gonçalo Guedes,Gonçalo Guedes,82,LaLiga,"AM(LR), FW","Gonçalo Guedes Valencia, 22, AM(LR),FW ",18(7),1474,3,2,0,75.9,0.4,1,6.89,1.2,0.3,0.8,-,-,1.2,-,-,5,1.4,1.4,2,0.3,1,1.6,0.8,23.9,75.9,0.4,0.9,0.1
Jony,Jony,77,LaLiga,AM(LR),"Jony Deportivo Alaves, 28, AM(LR) ",34(2),2985,10,3,0,65.3,0.1,1,6.89,0.6,0.6,0.9,-,0.3,0.8,-,-,5,1.5,1.7,0.9,0.4,1.7,3,2.4,21.6,65.3,2,1.7,0.1
Rubén Alcaraz,Rubén Alcaraz,73,LaLiga,DMC,"Rubén Alcaraz Real Valladolid, 28, DMC ",34,2978,2,13,0,83.6,1.5,2,6.89,2.8,1.1,2,0.1,1.4,1.7,0.3,-,3,1.5,0.7,3.2,-,1.2,1,0.6,50.4,83.6,0.2,5.3,-
Arturo Vidal,A. Vidal,85,LaLiga,M(C),"Arturo Vidal Barcelona, 32, M(C) ",22(11),1929,7,7,0,89,1.2,-,6.89,2.4,0.9,1.8,0.1,0.6,1.2,0.2,-,3,0.7,0.2,1,-,0.5,0.9,0.7,45.4,89,0.1,1.6,0.1
Vitorino Antunes,Antunes,80,LaLiga,D(L),"Vitorino Antunes Getafe, 32, D(L) ",25(3),2182,3,5,0,58.2,0.8,-,6.89,1.5,1.5,1.3,0.4,2.1,0.6,0.3,-,1,1,0.8,0.7,-,0.5,0.9,1.1,28.2,58.2,1.5,2.9,-
Jonathan Silva,J. Silva,74,LaLiga,"D(L), M(L)","Jonathan Silva Leganes, 25, D(L),M(L) ",30,2700,6,9,0,71.7,0.6,-,6.89,1.7,1,1.7,0.1,2.3,1,0.1,-,3,0.8,0.4,0.7,0.1,0.4,1.4,1.6,29.6,71.7,1.4,1.6,-
Sergio Asenjo,Sergio Asenjo,84,LaLiga,GK,"Sergio Asenjo Villarreal, 30, GK ",32,2880,-,-,0,60.3,0.3,2,6.89,-,0.1,-,-,1.2,-,-,-,-,-,-,0.1,-,-,-,-,21.4,60.3,-,6.4,-
Damián Suárez,D. Suárez,77,LaLiga,D(R),"Damián Suárez Getafe, 31, D(R) ",36,3240,3,13,0,65,0.9,-,6.89,2.7,1.3,1.6,0.6,1.4,1.9,0.2,-,-,0.4,0.6,1.5,0.1,0.6,0.8,1.7,36.8,65,1.7,4,-
Mikel Merino,Merino,75,LaLiga,M(C),"Mikel Merino Real Sociedad, 23, M(C) ",24(5),2061,3,8,1,79.6,2.9,2,6.88,1.7,1,2.4,-,1.2,1.3,0.1,-,3,0.8,1,1.3,-,1.6,1.5,0.4,37.6,79.6,0.2,1.9,0.1
Jaime Mata,Mata,76,LaLiga,FW,"Jaime Mata Getafe, 30, FW ",27(7),2437,6,10,0,62.9,2.9,3,6.88,0.9,0.5,2.3,-,0.8,0.6,-,-,14,1.7,0.4,1.5,0.9,1.1,2.5,0.6,19.1,62.9,0.1,0.6,-
Ximo Navarro,Ximo Navarro,75,LaLiga,D(CR),"Ximo Navarro Deportivo Alaves, 29, D(CR) ",28(3),2533,2,7,0,79.1,1.6,1,6.88,1.8,1.5,0.6,0.5,4.2,0.4,0.4,-,2,0.4,0.5,1.2,-,0.5,0.8,0.3,26.5,79.1,0.5,2,-
Gareth Bale,G. Bale,88,LaLiga,"M(CLR), FW","Gareth Bale Real Madrid, 30, M(CLR),FW ",21(8),1794,3,4,0,78.3,1.3,2,6.88,0.6,0.4,0.6,-,0.4,0.5,0.1,-,8,2.6,0.8,0.7,0.5,0.7,0.8,0.6,23.8,78.3,0.4,1.5,-
Clément Lenglet,C. Lenglet,82,LaLiga,D(C),"Clément Lenglet Barcelona, 24, D(C) ",22(1),1935,-,8,1,89.4,1.9,1,6.88,2,0.9,1.3,0.7,3,0.6,0.9,1,1,0.3,0.3,0.6,-,0.1,0.2,-,49.8,89.4,-,3,-
Daniel Carriço,Daniel Carriço,78,LaLiga,"D(C), DMC","Daniel Carriço Sevilla, 31, D(C),DMC ",24,2132,1,10,0,79.7,2.5,1,6.88,1.5,1.3,1.3,0.8,4.3,0.3,0.5,-,1,0.4,0.3,0.3,-,0.3,0.3,0.2,41.7,79.7,-,3,-
Pedro Alcalá,Alcalá,75,LaLiga,D(C),"Pedro Alcalá Girona, 30, D(C) ",20(5),1869,1,9,0,79.4,3.5,1,6.88,1.3,1.4,0.8,0.6,4.8,0.3,0.7,-,1,0.6,0.2,0.5,0.1,0.2,0.3,0.2,34.5,79.4,-,2.6,-
